Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
North Dakota,2022-01-16,194478,2092,NA,NA,1.0757000791863347
Ohio,2022-01-16,2357990,32381,NA,NA,1.3113711254076563
Oklahoma,2022-01-16,811389,12775,NA,NA,1.5744605854898206
Oregon,2022-01-16,513391,5883,NA,NA,1.1459102321622312
Pennsylvania,2022-01-16,2425456,38611,NA,NA,1.5919068414351776
Rhode Island,2022-01-16,302109,3175,NA,NA,1.0509451886570742
South Carolina,2022-01-16,1153125,14914,NA,NA,1.2933550135501355
South Dakota,2022-01-16,203137,2559,NA,NA,1.2597409629954168
Tennessee,2022-01-16,1540515,21121,NA,NA,1.3710350110190423
Texas,2022-01-16,5472025,77084,NA,NA,1.4000383955317337
Utah,2022-01-16,750334,3951,NA,NA,0.5265655028294066
Vermont,2022-01-16,88104,497,NA,NA,0.5641060564787069
Virginia,2022-01-16,1351417,15803,NA,NA,1.169365192238961
Washington,2022-01-16,1041456,10196,NA,NA,0.9790139957905086
West Virginia,2022-01-16,382958,5516,NA,NA,1.4403668287383995
Wisconsin,2022-01-16,1297612,11649,NA,NA,0.8977259766401667
Wyoming,2022-01-16,126468,1588,NA,NA,1.2556536040737578
Alabama,2021-01-17,420681,6119,221961,192601,1.4545463189447587
Alaska,2021-01-17,51678,229,7165,44284,0.4431286040481443
Arizona,2021-01-17,666901,11248,90640,565013,1.6866071575841093
Arkansas,2021-01-17,270178,4293,240051,25834,1.5889524683727023
California,2021-01-17,3058125,32769,NA,NA,1.0710895702698038
Colorado,2021-01-17,373483,5363,19762,348358,1.43594219817234
Connecticut,2021-01-17,223422,6594,9800,207028,2.9513655772484357
Delaware,2021-01-17,69372,1188,18851,49333,1.7125064867669952
District of Columbia,2021-01-17,33537,847,23319,9371,2.5255687747860573
Florida,2021-01-17,1560186,24004,NA,NA,1.538534508065064
Georgia,2021-01-17,809663,12291,NA,NA,1.5180389865907171
Hawaii,2021-01-17,24969,320,11958,12691,1.2815891705715086
Idaho,2021-01-17,155276,1605,70163,83508,1.0336433189932763
Illinois,2021-01-17,1064667,20020,NA,NA,1.880400162679974
Indiana,2021-01-17,587049,10534,375699,200816,1.7943987639873331
Iowa,2021-01-17,304748,4321,265320,35107,1.4178928163597464
Kansas,2021-01-17,258354,3517,5138,249699,1.3613104500027096
Kentucky,2021-01-17,324324,3093,40541,280690,0.9536759536759536
Louisiana,2021-01-17,364853,8080,298614,58159,2.2145905337218004
Maine,2021-01-17,33219,507,11952,20760,1.5262349860019868
Maryland,2021-01-17,324031,6541,9451,308039,2.018634019584546
Massachusetts,2021-01-17,465726,13583,324203,127940,2.9165217316619643
Michigan,2021-01-17,581785,14669,442408,124708,2.521378172348892
Minnesota,2021-01-17,445047,5955,425253,13839,1.3380609239024193
Mississippi,2021-01-17,250869,5481,198888,46500,2.1848056156798967
Missouri,2021-01-17,499866,6523,NA,NA,1.3049497265267092
Montana,2021-01-17,89056,1088,82920,5048,1.221703197987783
Nebraska,2021-01-17,180910,1837,124963,54110,1.0154220330551105
Nevada,2021-01-17,260090,3761,NA,NA,1.4460379099542466
New Hampshire,2021-01-17,57605,927,48937,7741,1.609235309434945
New Jersey,2021-01-17,622089,20414,62155,539520,3.281524026304918
New Mexico,2021-01-17,162893,2910,84803,75180,1.786448773121006
New York,2021-01-17,1228867,40621,114868,1073378,3.305565207626212
North Carolina,2021-01-17,667826,8016,521475,138335,1.2003126562907105
North Dakota,2021-01-17,95714,1403,92820,1491,1.4658252711202122
Ohio,2021-01-17,821507,15862,672231,133415,1.9307200060376843
Oklahoma,2021-01-17,352145,2952,309057,40136,0.8382910448820798
Oregon,2021-01-17,132412,1799,5870,124743,1.358638189892155
Pennsylvania,2021-01-17,770347,19223,578950,172174,2.495368970087506
Rhode Island,2021-01-17,104443,2161,6229,96053,2.069071168005515
South Carolina,2021-01-17,382422,6108,173075,203239,1.5971884462713966
South Dakota,2021-01-17,105278,1633,98808,4837,1.5511312904880412
Tennessee,2021-01-17,680847,8355,605596,66896,1.2271479495393238
Texas,2021-01-17,2144870,32428,1666745,413489,1.5349355457711644
Utah,2021-01-17,322252,1485,264246,56521,0.46081948288916746
Vermont,2021-01-17,9915,163,6633,3119,1.643973777105396
Virginia,2021-01-17,429391,5706,35095,388590,1.328858779061508
Washington,2021-01-17,285970,3903,NA,NA,1.364828478511732
West Virginia,2021-01-17,108124,1761,79109,27254,1.6286855832192668
Wisconsin,2021-01-17,566275,5905,487754,72616,1.0427795682309833
Wyoming,2021-01-17,49068,522,46734,1812,1.0638297872340423
Alabama,2022-01-17,1056478,16734,NA,NA,1.5839421171098689
Alaska,2022-01-17,178618,987,NA,NA,0.5525758882083552
Arizona,2022-01-17,1567192,25171,NA,NA,1.6061210113374749
Arkansas,2022-01-17,681176,9434,NA,NA,1.38495777890002
California,2022-01-17,7129499,77774,NA,NA,1.1231359890756565
Colorado,2022-01-17,1103720,10616,NA,NA,0.9618381473562136
Connecticut,2022-01-17,637572,9556,NA,NA,1.498811114666265
Delaware,2022-01-17,227594,2424,NA,NA,1.065054439044966
District of Columbia,2022-01-17,121871,1255,NA,NA,1.0297773875655407
Florida,2022-01-17,5041918,63158,NA,NA,1.2396869603988006
Georgia,2022-01-17,2113319,31928,NA,NA,1.5107988902763851
Hawaii,2022-01-17,169886,1126,NA,NA,0.6766772315887152
Idaho,2022-01-17,340857,4274,NA,NA,1.2538982623211494
Illinois,2022-01-17,2589640,31532,NA,NA,1.2176209820670054
Indiana,2022-01-17,1425877,20226,NA,NA,1.4184954242196206
Iowa,2022-01-17,645410,8201,NA,NA,1.2706651585813669
Kansas,2022-01-17,621692,7163,NA,NA,1.1521782490365005
Kentucky,2022-01-17,975346,12518,NA,NA,1.283441978538898
Louisiana,2022-01-17,996623,15137,NA,NA,1.5188290858228235
Maine,2022-01-17,160857,1658,NA,NA,1.03072915695307
Maryland,2022-01-17,899672,12666,NA,NA,1.4078464151379615
Massachusetts,2022-01-17,1426283,20939,NA,NA,1.46808172010744
Michigan,2022-01-17,1984056,30709,NA,NA,1.5477889736983237
Minnesota,2022-01-17,1138246,11111,NA,NA,0.9761510253495292
Mississippi,2022-01-17,634628,10625,NA,NA,1.674209142994006
Missouri,2022-01-17,1185498,16823,NA,NA,1.419066080246445
Montana,2022-01-17,212078,2945,NA,NA,1.3886400286686973
Nebraska,2022-01-17,383915,3540,NA,NA,0.922079106052121
Nevada,2022-01-17,549198,8626,NA,NA,1.5706539353748556
New Hampshire,2022-01-17,235898,2079,NA,NA,0.8813131099034328
New Jersey,2022-01-17,1994502,30089,NA,NA,1.5085971335200463
New Mexico,2022-01-17,398939,6145,NA,NA,1.5403357405518137
New York,2022-01-17,4507714,61812,NA,NA,1.371249373851136
North Carolina,2022-01-17,2011302,19903,NA,NA,0.9895580076984958
North Dakota,2022-01-17,195545,2092,NA,NA,1.0698304738039837
Ohio,2022-01-17,2384107,32417,NA,NA,1.2970055454725815
Oklahoma,2022-01-17,811389,12775,NA,NA,1.5744605854898206
Oregon,2022-01-17,513391,5883,NA,NA,1.1459102321622312
Pennsylvania,2022-01-17,2458722,38619,NA,NA,1.5706940434908867
Rhode Island,2022-01-17,302109,3175,NA,NA,1.0509451886570742
South Carolina,2022-01-17,1153125,14914,NA,NA,1.2933550135501355
South Dakota,2022-01-17,203137,2559,NA,NA,1.2597409629954168
Tennessee,2022-01-17,1540515,21121,NA,NA,1.3710350110190423
Texas,2022-01-17,5522176,77218,NA,NA,1.4038931864510071
Utah,2022-01-17,750334,3951,NA,NA,0.5265655028294066
Vermont,2022-01-17,90668,497,NA,NA,0.5481537036220056
Virginia,2022-01-17,1351417,15803,NA,NA,1.169365192238961
Washington,2022-01-17,1041456,10196,NA,NA,0.9790139957905086
West Virginia,2022-01-17,387115,5516,NA,NA,1.4248995776448858
Wisconsin,2022-01-17,1297612,11649,NA,NA,0.8977259766401667
Wyoming,2022-01-17,126468,1588,NA,NA,1.2556536040737578
Alabama,2021-01-18,422598,6120,221961,194517,1.448184799738759
Alaska,2021-01-18,51959,229,7165,44565,0.44073211570661486
Arizona,2021-01-18,673882,11266,91604,571012,1.671806043194506
Arkansas,2021-01-18,271154,4311,241926,24917,1.589871438370815
California,2021-01-18,3088005,33094,NA,NA,1.071249034163502
Colorado,2021-01-18,374981,5379,19858,349744,1.4344726799491174
Connecticut,2021-01-18,223422,6594,9800,207028,2.9513655772484357
Delaware,2021-01-18,70294,1200,18851,50243,1.707115827808917
District of Columbia,2021-01-18,33851,850,23456,9545,2.5110041062302444
Florida,2021-01-18,1571279,24137,NA,NA,1.536137121415102
Georgia,2021-01-18,815995,12296,NA,NA,1.5068719783822204
Hawaii,2021-01-18,25064,322,11958,12784,1.2847111394829238
Idaho,2021-01-18,155554,1607,70736,83211,1.0330817593890225
Illinois,2021-01-18,1068829,20050,NA,NA,1.875884729924057
Indiana,2021-01-18,590211,10602,376384,203225,1.7963067445371232
Iowa,2021-01-18,305151,4323,265923,34905,1.4166756785984644
Kansas,2021-01-18,258354,3518,5138,249698,1.3616975158116382
Kentucky,2021-01-18,326674,3127,40541,283006,0.9572234092704042
Louisiana,2021-01-18,368980,8203,298614,62163,2.2231557265976476
Maine,2021-01-18,33559,511,11989,21059,1.5226913793617212
Maryland,2021-01-18,326445,6567,9454,310424,2.0116711850388276
Massachusetts,2021-01-18,470140,13652,324203,132285,2.9038158846301103
Michigan,2021-01-18,581785,14669,442408,124708,2.521378172348892
Minnesota,2021-01-18,446380,5995,427468,12917,1.3430261212419912
Mississippi,2021-01-18,252475,5521,198888,48066,2.186751163481533
Missouri,2021-01-18,502063,6526,NA,NA,1.2998368730617471
Montana,2021-01-18,89393,1092,83154,5147,1.221572158893873
Nebraska,2021-01-18,181978,1837,124963,55178,1.0094626823022563
Nevada,2021-01-18,261573,3779,NA,NA,1.4447209765533904
New Hampshire,2021-01-18,58229,933,49544,7752,1.602294389393601
New Jersey,2021-01-18,627221,20439,62155,544627,3.258660025732557
New Mexico,2021-01-18,163637,2932,86110,74595,1.791770809780184
New York,2021-01-18,1242561,40809,115901,1085851,3.284265319771021
North Carolina,2021-01-18,674637,8083,521475,145079,1.1981258069154226
North Dakota,2021-01-18,95864,1406,93020,1438,1.466661103229575
Ohio,2021-01-18,826754,15981,678264,132510,1.9328603187889024
Oklahoma,2021-01-18,355478,2987,311883,40608,0.8402770354283529
Oregon,2021-01-18,133205,1800,5870,125535,1.3513006268533465
Pennsylvania,2021-01-18,776132,19336,578950,177846,2.491328794586488
Rhode Island,2021-01-18,104443,2169,6229,96045,2.0767308484053504
South Carolina,2021-01-18,388184,6237,174706,207241,1.606712280774066
South Dakota,2021-01-18,105544,1656,99226,4662,1.5690138709921928
Tennessee,2021-01-18,685321,8391,610796,66134,1.2243897385312867
Texas,2021-01-18,2161272,32600,1677588,416923,1.5325951490072685
Utah,2021-01-18,323837,1493,265051,57293,0.4610344092861533
Vermont,2021-01-18,10057,163,6719,3175,1.620761658546286
Virginia,2021-01-18,439305,5729,35276,398300,1.3041053482204847
Washington,2021-01-18,289939,3903,NA,NA,1.346145223650492
West Virginia,2021-01-18,108821,1776,80187,26858,1.6320379338546789
Wisconsin,2021-01-18,568166,5906,490043,72217,1.039484939260709
Wyoming,2021-01-18,49363,522,46820,2021,1.0574721957741628
Alabama,2022-01-18,1064536,16734,NA,NA,1.5719524750689502
Alaska,2022-01-18,178618,987,NA,NA,0.5525758882083552
Arizona,2022-01-18,1621858,25212,NA,NA,1.5545134037628447
Arkansas,2022-01-18,684776,9437,NA,NA,1.3781148872039908
California,2022-01-18,7229066,77938,NA,NA,1.0913477594520438
Colorado,2022-01-18,1133675,10659,NA,NA,0.9401308314927068
Connecticut,2022-01-18,653416,9554,NA,NA,1.462161930531239
Delaware,2022-01-18,229759,2424,NA,NA,1.0550185194051158
District of Columbia,2022-01-18,121871,1255,NA,NA,1.0297773875655407
Florida,2022-01-18,5041918,63158,NA,NA,1.2396869603988006
Georgia,2022-01-18,2148468,31997,NA,NA,1.489293766535038
Hawaii,2022-01-18,174586,1126,NA,NA,0.6449543491459796
Idaho,2022-01-18,340857,4274,NA,NA,1.2538982623211494
Illinois,2022-01-18,2589640,31532,NA,NA,1.2176209820670054
Indiana,2022-01-18,1462456,20308,NA,NA,1.3886229739561395
Iowa,2022-01-18,645410,8201,NA,NA,1.2706651585813669
Kansas,2022-01-18,621692,7163,NA,NA,1.1521782490365005
Kentucky,2022-01-18,975346,12518,NA,NA,1.283441978538898
Louisiana,2022-01-18,996623,15137,NA,NA,1.5188290858228235
Maine,2022-01-18,160857,1658,NA,NA,1.03072915695307
Maryland,2022-01-18,906209,12718,NA,NA,1.4034290103055698
Massachusetts,2022-01-18,1426283,20939,NA,NA,1.46808172010744
Michigan,2022-01-18,1984056,30709,NA,NA,1.5477889736983237
Minnesota,2022-01-18,1138246,11111,NA,NA,0.9761510253495292
Mississippi,2022-01-18,634628,10625,NA,NA,1.674209142994006
Missouri,2022-01-18,1185499,16822,NA,NA,1.4189805305613925
Montana,2022-01-18,212078,2945,NA,NA,1.3886400286686973
Nebraska,2022-01-18,392027,3540,NA,NA,0.9029990281281648
Nevada,2022-01-18,572769,8627,NA,NA,1.5706539353748556
New Hampshire,2022-01-18,235898,2079,NA,NA,0.8813131099034328
New Jersey,2022-01-18,2003455,30119,NA,NA,1.516829676733443
New Mexico,2022-01-18,398939,6145,NA,NA,1.5403357405518137
New York,2022-01-18,4547472,62073,NA,NA,1.3650001583297269
North Carolina,2022-01-18,2011302,19903,NA,NA,0.9895580076984958
North Dakota,2022-01-18,196299,2092,NA,NA,1.0657211702555796
Ohio,2022-01-18,2403645,32451,NA,NA,1.2864628512113894
Oklahoma,2022-01-18,839143,12775,NA,NA,1.5223865300669852
Oregon,2022-01-18,513391,5883,NA,NA,1.1459102321622312
Pennsylvania,2022-01-18,2474466,38619,NA,NA,1.5607003692917991
Rhode Island,2022-01-18,313700,3188,NA,NA,1.0162575709276378
South Carolina,2022-01-18,1153125,14914,NA,NA,1.2933550135501355
South Dakota,2022-01-18,203137,2559,NA,NA,1.2597409629954168
Tennessee,2022-01-18,1540515,21121,NA,NA,1.3710350110190423
Texas,2022-01-18,5590444,77221,NA,NA,1.3875083461445303
Utah,2022-01-18,750334,3951,NA,NA,0.5265655028294066
Vermont,2022-01-18,90668,497,NA,NA,0.5481537036220056
Virginia,2022-01-18,1397155,15814,NA,NA,1.1320660169015295
Washington,2022-01-18,1041456,10196,NA,NA,0.9790139957905086
West Virginia,2022-01-18,390788,5535,NA,NA,1.4163689775530466
Wisconsin,2022-01-18,1380799,11712,NA,NA,0.8677859041320843
Wyoming,2022-01-18,126468,1588,NA,NA,1.2556536040737578
Alabama,2021-01-19,424028,6121,221961,195946,1.4435367475732734
Alaska,2021-01-19,52113,229,7165,44719,0.4394297008424002
Arizona,2021-01-19,679282,11265,92463,575554,1.6583686892925178
Arkansas,2021-01-19,272263,4343,245096,22824,1.5951488083213656
California,2021-01-19,3113839,33273,NA,NA,1.068107116958259
Colorado,2021-01-19,376171,5386,19948,350837,1.431795646129021
Connecticut,2021-01-19,230125,6670,9800,213655,2.8984247691472027
Delaware,2021-01-19,70910,1210,18851,50849,1.7063883796361583
District of Columbia,2021-01-19,34033,857,23554,9622,2.518144154203273
Florida,2021-01-19,1579281,24274,NA,NA,1.537028559198775
Georgia,2021-01-19,820952,12360,NA,NA,1.505569144115612
Hawaii,2021-01-19,25187,322,11958,12907,1.2784372890776987
Idaho,2021-01-19,155554,1607,71374,82573,1.0330817593890225
Illinois,2021-01-19,1072214,20118,NA,NA,1.8763045436825112
Indiana,2021-01-19,592709,10670,379277,202762,1.8002088714698106
Iowa,2021-01-19,306083,4324,266453,35306,1.4126887151524259
Kansas,2021-01-19,261825,3540,5215,253070,1.3520481237467774
Kentucky,2021-01-19,328667,3167,40761,284739,0.963589286420602
Louisiana,2021-01-19,369951,8253,298614,63084,2.2308359755751437
Maine,2021-01-19,33876,514,12039,21323,1.5172983823355768
Maryland,2021-01-19,328214,6596,9455,312163,2.0096644262584777
Massachusetts,2021-01-19,473441,13705,324203,135533,2.894764078311764
Michigan,2021-01-19,585128,14686,442408,128034,2.5098781805006767
Minnesota,2021-01-19,447349,6007,429325,12017,1.3427994697652168
Mississippi,2021-01-19,253932,5524,207769,40639,2.1753855362853045
Missouri,2021-01-19,503740,6530,NA,NA,1.296303648707667
Montana,2021-01-19,89576,1093,83527,4956,1.220192908814861
Nebraska,2021-01-19,182176,1842,126504,53830,1.0111101352538203
Nevada,2021-01-19,262794,3784,NA,NA,1.439911109081638
New Hampshire,2021-01-19,58709,933,50487,7289,1.5891941610315283
New Jersey,2021-01-19,631074,20458,62937,547679,3.2417751325518087
New Mexico,2021-01-19,164263,2958,87502,73803,1.8007707152554135
New York,2021-01-19,1255971,40991,116502,1098478,3.263690005581339
North Carolina,2021-01-19,674637,8083,521475,145079,1.1981258069154226
North Dakota,2021-01-19,95934,1406,93173,1355,1.4655909270957117
Ohio,2021-01-19,831066,16106,684072,130889,1.9378725636712368
Oklahoma,2021-01-19,357333,2994,314236,40103,0.8378739159271604
Oregon,2021-01-19,133851,1803,5870,126178,1.3470201940964206
Pennsylvania,2021-01-19,780111,19411,594320,166380,2.4882356485166857
Rhode Island,2021-01-19,104443,2187,6229,96027,2.09396512930498
South Carolina,2021-01-19,391464,6248,176129,209087,1.596059918664296
South Dakota,2021-01-19,105659,1667,99379,4613,1.577716995239402
Tennessee,2021-01-19,687751,8430,614720,64601,1.2257343137269157
Texas,2021-01-19,2172862,32711,1697272,408207,1.5298453364761784
Utah,2021-01-19,324919,1500,266752,56667,0.4616535198003195
Vermont,2021-01-19,10220,163,6825,3232,1.5949119373776908
Virginia,2021-01-19,446550,5739,35476,405335,1.2851864292912327
Washington,2021-01-19,289939,3903,NA,NA,1.346145223650492
West Virginia,2021-01-19,109809,1784,81248,26777,1.624639146153776
Wisconsin,2021-01-19,569335,5926,491962,71447,1.0408634635144511
Wyoming,2021-01-19,49708,522,46908,2278,1.050132775408385
Alabama,2022-01-19,1071264,16734,NA,NA,1.5620799354780894
Alaska,2022-01-19,178618,987,NA,NA,0.5525758882083552
Arizona,2022-01-19,1645694,25395,NA,NA,1.5431179794056489
Arkansas,2022-01-19,687989,9452,NA,NA,1.37385917507402
California,2022-01-19,7299177,78013,NA,NA,1.0810612312205572
Colorado,2022-01-19,1146740,10662,NA,NA,0.9297661196086296
Connecticut,2022-01-19,657680,9564,NA,NA,1.4542026517455298
Delaware,2022-01-19,230876,2424,NA,NA,1.0499142396784422
District of Columbia,2022-01-19,125707,1260,NA,NA,1.0023308168996157
Florida,2022-01-19,5153539,63455,NA,NA,1.2128364605371182
Georgia,2022-01-19,2160539,32030,NA,NA,1.4825004316052617
Hawaii,2022-01-19,180838,1126,NA,NA,0.6226567424988111
Idaho,2022-01-19,344412,4282,NA,NA,1.2432783991266274
Illinois,2022-01-19,2682983,31783,NA,NA,1.1846142893935594
Indiana,2022-01-19,1474289,20385,NA,NA,1.3827004067723492
Iowa,2022-01-19,657146,8201,NA,NA,1.247972292306428
Kansas,2022-01-19,621795,7163,NA,NA,1.1519873913428058
Kentucky,2022-01-19,1014703,12614,NA,NA,1.2431223717678963
Louisiana,2022-01-19,1025748,15195,NA,NA,1.481357994361188
Maine,2022-01-19,161395,1658,NA,NA,1.0272932866569595
Maryland,2022-01-19,909424,12786,NA,NA,1.4059448618026356
Massachusetts,2022-01-19,1487277,21000,NA,NA,1.4119763836864283
Michigan,2022-01-19,1984056,30709,NA,NA,1.5477889736983237
Minnesota,2022-01-19,1148888,11140,NA,NA,0.969633245364213
Mississippi,2022-01-19,657084,10642,NA,NA,1.619579840629204
Missouri,2022-01-19,1209665,16846,NA,NA,1.3926169642008324
Montana,2022-01-19,215988,2957,NA,NA,1.3690575402337166
Nebraska,2022-01-19,396990,3543,NA,NA,0.8924658051840096
Nevada,2022-01-19,570616,8653,NA,NA,1.5164313654016008
New Hampshire,2022-01-19,250616,2085,NA,NA,0.8319500750151626
New Jersey,2022-01-19,2014702,30170,NA,NA,1.4974919367727832
New Mexico,2022-01-19,420192,6177,NA,NA,1.4700422663925063
New York,2022-01-19,4571356,62407,NA,NA,1.3651747971499049
North Carolina,2022-01-19,2130403,20000,NA,NA,0.938789515410934
North Dakota,2022-01-19,199213,2093,NA,NA,1.050634245757054
Ohio,2022-01-19,2418722,32466,NA,NA,1.2917978998826654
Oklahoma,2022-01-19,842996,12888,NA,NA,1.5288328770243276
Oregon,2022-01-19,541415,5892,NA,NA,1.0882594682452462
Pennsylvania,2022-01-19,2490929,38655,NA,NA,1.5518306623753628
Rhode Island,2022-01-19,317344,3200,NA,NA,1.0083694665725522
South Carolina,2022-01-19,1225570,15015,NA,NA,1.2251442186084842
South Dakota,2022-01-19,203137,2559,NA,NA,1.2597409629954168
Tennessee,2022-01-19,1540515,21121,NA,NA,1.3710350110190423
Texas,2022-01-19,5644397,77362,NA,NA,1.3755861114914305
Utah,2022-01-19,790216,3979,NA,NA,0.5035332111726414
Vermont,2022-01-19,92198,499,NA,NA,0.5412264908132497
Virginia,2022-01-19,1407403,15822,NA,NA,1.1241982573577007
Washington,2022-01-19,1105622,10230,NA,NA,0.9252710239123316
West Virginia,2022-01-19,392737,5561,NA,NA,1.41596029913148
Wisconsin,2022-01-19,1400338,11755,NA,NA,0.8394401922964313
Wyoming,2022-01-19,130553,1601,NA,NA,1.2263218769388675
Alabama,2021-01-20,426543,6126,221961,198456,1.436197522875771
